lyrics,song
"

Woo!
Hey, how you guys doing
You want more?
Alright, then shut up!
Shoobeedoo (Shoobeedoo)
Shoobeedoo (Shoobeedoo)
Shoobeedoo (Shoobeedoo)
Shoobeedoo shoobee snoobedeebeebop
Girl (girl, girl, girl)
You're my world (world, world, world)
You're my pearl (pearl, pearl, pearl)
You're my world, world world
Hey yo
Here's a song for the ladies
","""Intro"" lyrics"
