lyrics,song
"

Em, it's Paul. Um
I just listened to the entire album
You gotta be fuckin' kidding me
I mean with this Christopher Reeves shit
You know the guy's dead right?
And then the whole gay stepfather incest rape thing
I don't have your back on this one
I can't even fucking handle it
I'm done
","""Paul (Skit)"" lyrics"
